,Age,Bmi,Tchol,Glc,Ggt,WC,HbA1c,HDL,LDL,TG,Fmh,Alc,Smok,Exe,HtnMx,HlMx,Sbp
0,0.023310736694661712,0.016742777795180814,0.01639033491308738,0.6703425712936861,0.031198370140112543,0.016234578630938176,0.12920185153434924,0.017852892086669923,0.016575173927894888,0.020720460523962182,0.0026712895952378823,0.0018533750784216923,0.003916578390468924,0.005346570224604404,0.008895988814812865,0.011324081255067803,0.007422369100843585
